CG_PROD,DES_PROD,CANT,FE_ENTREGA,FE_EMIT,FE_CIERRE,PEDIDO,FECHA_PREVISTA_FABRICACION,FECHA_INICIO_REAL_FABRICACION,TOT_DOL
1825x8m7hFm1310,"1800 1""x1"" BSPT(M)xBSP(H) con palanca.",1.0,2021-04-15,2021-03-29 07:33:48.953,2021-04-23 07:40:19.337,57463,2021-04-22 00:00:00.000,2021-04-22 00:00:00.000,524.0
3515C4Z1,"AC-900 1/2"" BSP H-H Punta eje libre giro indistinto",1.0,2021-04-15,2021-03-15 15:24:42.713,2021-04-14 12:31:25.883,57433,2021-04-13 00:00:00.000,2021-04-13 00:00:00.000,695.0
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2021-04-12,2021-03-29 07:33:48.523,2021-04-15 07:34:15.693,57466,2021-04-13 09:28:32.273,2021-04-13 09:28:32.273,329.6
2828D3R2RSM2216,"2800 1""D2"" 600(RF)x300(RF) sellada",1.0,2021-04-12,2021-03-04 07:44:29.393,2021-04-16 09:34:28.820,57398,2021-04-16 00:00:00.000,2021-04-16 00:00:00.000,920.5
2828D3R2RSM2216,"2800 1""D2"" 600(RF)x300(RF) sellada",1.0,2021-04-12,2021-03-04 07:44:29.833,2021-04-16 09:34:59.587,57399,2021-04-16 00:00:00.000,2021-04-16 00:00:00.000,920.5
2828D3R2RSM2216,"2800 1""D2"" 600(RF)x300(RF) sellada",1.0,2021-04-12,2021-03-04 07:44:30.263,2021-04-16 09:35:14.860,57400,2021-04-16 00:00:00.000,2021-04-16 00:00:00.000,920.5
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-04-06,2021-03-15 15:24:43.490,2021-04-05 13:51:51.140,57434,2021-04-05 00:00:00.000,2021-04-05 00:00:00.000,616.0
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-04-06,2021-03-15 15:24:43.917,2021-04-05 13:52:20.217,57435,2021-04-05 00:00:00.000,2021-04-05 00:00:00.000,616.0
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-04-06,2021-03-29 07:38:04.557,2021-04-05 13:52:44.233,57465,2021-04-05 00:00:00.000,2021-04-05 00:00:00.000,616.0
022522R2R20151 ,"AR-20 1"" Cab Brid.300(RF)x300(RF)",1.0,2021-04-05,2021-02-25 09:49:17.120,2021-04-14 12:31:43.523,57381,2021-04-13 00:00:00.000,2021-04-13 00:00:00.000,1894.4
1717D9M9HAM1325,"1700 1/2""x1"" NPT(M)xNPT(H) Tob 1"" Std.",1.0,2021-04-05,2021-03-16 11:25:52.063,2021-04-05 09:03:16.553,57440,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,329.6
1721U9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1/2"" AP.",1.0,2021-04-05,2021-03-15 15:24:41.580,2021-04-05 09:01:52.610,57429,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,444.0
1721U9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1/2"" AP.",1.0,2021-04-05,2021-03-15 15:24:41.997,2021-04-05 09:02:08.403,57431,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,444.0
1721U9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1/2"" AP.",1.0,2021-04-05,2021-03-15 15:24:42.377,2021-04-05 09:02:26.023,57432,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,444.0
1721U9M9HAM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 1/2"" AP.",1.0,2021-04-05,2021-03-15 15:24:43.070,2021-04-05 09:02:51.590,57430,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,444.0
2828D2R1RBM1016,"2800 1""D2"" 300(RF)x150(RF)",1.0,2021-04-05,2021-03-16 11:25:51.227,2021-04-14 12:33:30.463,57438,2021-04-13 09:28:32.273,2021-04-13 09:28:32.273,789.25
2828D2R1RBM1016,"2800 1""D2"" 300(RF)x150(RF)",1.0,2021-04-05,2021-03-16 11:25:51.670,2021-04-14 12:34:30.057,57439,2021-04-13 09:28:32.273,2021-04-13 09:28:32.273,789.25
2651L1R1RAM3114,"2600 3""L4"" 150(RF)x150(RF)",1.0,2021-04-02,2021-02-24 15:15:59.330,2021-04-16 09:35:41.170,57374,2021-04-16 00:00:00.000,2021-04-16 00:00:00.000,3360.0
2651L1R1RAM3114,"2600 3""L4"" 150(RF)x150(RF)",1.0,2021-04-02,2021-02-24 15:15:59.757,2021-04-16 09:36:04.053,57373,2021-04-16 00:00:00.000,2021-04-16 00:00:00.000,3360.0
2851K2R1RAB1015,"2800 3""K4"" 300(RF)x150(RF) sello Buna N",1.0,2021-04-02,2021-02-08 09:19:51.407,2021-04-08 07:09:13.377,57305,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000,1603.0
30154,"3000 VALV.MICROM 1/2"" 900 LTS/H.",1.0,2021-04-02,2021-03-04 07:44:30.987,2021-03-26 00:37:41.227,57401,2021-03-25 00:00:00.000,2021-03-25 00:00:00.000,230.4
3515C4Z1,"AC-900 1/2"" BSP H-H Punta eje libre giro indistinto",1.0,2021-04-01,2021-03-04 07:44:28.813,2021-04-12 14:41:39.863,57395,2021-04-12 00:00:00.000,2021-04-12 00:00:00.000,556.0
3515C4Z1,"AC-900 1/2"" BSP H-H Punta eje libre giro indistinto",1.0,2021-04-01,2021-03-04 07:44:31.430,2021-04-12 14:42:07.990,57396,2021-04-12 00:00:00.000,2021-04-12 00:00:00.000,556.0
9115B8M8HA,"9100 1/2""BSPT(M)x1/2""BSPT(H) sello Buna-N",1.0,2021-04-01,2021-02-18 10:56:56.333,2021-04-13 09:53:56.170,57345,2021-04-13 09:28:32.273,2021-04-13 09:28:32.273,932.9
9115B8M8HA,"9100 1/2""BSPT(M)x1/2""BSPT(H) sello Buna-N",1.0,2021-04-01,2021-02-18 10:56:59.227,2021-04-13 09:54:16.380,57346,2021-04-13 09:28:32.273,2021-04-13 09:28:32.273,932.9
9115B8M8HA,"9100 1/2""BSPT(M)x1/2""BSPT(H) sello Buna-N",1.0,2021-04-01,2021-02-18 10:56:59.540,2021-04-13 09:54:44.603,57344,2021-04-13 09:28:32.273,2021-04-13 09:28:32.273,932.9
2856M1R1RFM1010,"2800 4""M6"" 150(RF)x150(RF) con palanca",1.0,2021-03-31,2021-02-23 11:17:06.163,2021-04-09 14:52:10.193,57372,2021-04-09 00:00:00.000,2021-04-09 00:00:00.000,3609.0585933132056
1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-03-30,2021-03-08 10:45:02.983,2021-03-30 14:40:02.837,57406,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,394.4
1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-03-30,2021-03-08 10:45:03.403,2021-03-30 14:40:20.990,57407,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,394.4
1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-03-30,2021-03-08 10:45:03.810,2021-03-30 14:40:41.687,57408,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,394.4
1821X8M7HSM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-03-30,2021-03-08 10:45:04.250,2021-03-30 14:41:45.983,57409,2021-03-30 14:41:18.900,2021-03-30 14:41:18.900,394.4
1740G9M9HAM4425,"1700 2""x2"" NPT(M) x NPT(H)",1.0,2021-03-26,2021-03-16 11:27:49.977,2021-03-25 10:01:59.557,57437,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,620.0
1850X7M7HFM1310,"1800 3"" x 3"" BSP(M)xBSP(H) con palanca",1.0,2021-03-26,2021-03-01 10:18:31.810,2021-03-29 07:56:17.337,57384,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,1100.0
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-03-23,2021-02-23 11:17:04.313,2021-03-16 14:15:13.617,57370,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,616.0
1415X7H7HAM3021,"1400 1/2""x1/2"" BSP(H)xBSP(H)",1.0,2021-03-19,2021-02-22 07:09:35.530,2021-03-23 13:54:19.380,57364,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,251.2
1816X8M7HFM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-03-19,2021-02-22 07:09:32.613,2021-03-16 12:42:11.820,57357,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,495.0
1816X8M7HFM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-03-19,2021-02-22 07:09:33.140,2021-03-16 12:42:32.553,57358,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,495.0
1841X8M7HFM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-03-19,2021-02-18 07:09:10.453,2021-03-19 12:07:53.857,57348,2021-03-19 00:00:00.000,2021-03-19 00:00:00.000,825.3
1841X8M7HFM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-03-19,2021-02-18 07:09:10.840,2021-03-19 12:08:12.830,57349,2021-03-19 00:00:00.000,2021-03-19 00:00:00.000,825.3
2828D2R1RBM1016,"2800 1""D2"" 300(RF)x150(RF)",1.0,2021-03-19,2021-03-01 09:50:02.927,2021-03-23 14:26:21.100,57386,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,789.25
2828D2R1RBM1016,"2800 1""D2"" 300(RF)x150(RF)",1.0,2021-03-19,2021-03-01 09:50:03.300,2021-03-23 14:26:37.900,57385,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,789.25
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-19,2021-03-01 09:50:03.603,2021-03-23 13:52:28.583,57387,2021-03-23 13:52:12.810,2021-03-23 13:52:12.810,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-19,2021-03-01 09:50:03.977,2021-03-23 13:53:00.623,57388,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-19,2021-03-01 09:50:04.450,2021-03-23 13:53:15.010,57389,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-19,2021-03-01 09:50:04.900,2021-03-23 13:53:32.487,57390,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,851.2
2836F1R1RFM1010,"2800 1.1/2""F2"" 150(RF)x150(RF) con palanca",1.0,2021-03-19,2021-02-12 07:16:59.280,2021-03-18 15:26:02.310,57324,2021-03-18 00:00:00.000,2021-03-18 00:00:00.000,1148.0
2836F1R1RFM1010,"2800 1.1/2""F2"" 150(RF)x150(RF) con palanca",1.0,2021-03-19,2021-02-12 07:17:40.740,2021-03-18 15:25:43.060,57323,2021-03-18 00:00:00.000,2021-03-18 00:00:00.000,1148.0
3515C4Z1,"AC-900 1/2"" BSP H-H Punta eje libre giro indistinto",1.0,2021-03-19,2021-02-22 07:09:35.150,2021-03-23 13:51:15.050,57363,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,556.0
1821X8H7HFM1310,"1800 3/4""x1"" BSPT(H)xBSP(H) Con Palanca",1.0,2021-03-17,2021-02-25 09:49:17.727,2021-03-23 13:54:04.927,57382,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,419.2
1821X8H7HFM1310,"1800 3/4""x1"" BSPT(H)xBSP(H) Con Palanca",1.0,2021-03-17,2021-02-25 09:49:18.137,2021-03-23 13:51:31.917,57383,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,419.2
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-03-16,2021-02-23 11:17:03.757,2021-03-16 14:14:56.780,57369,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,616.0
1836X8H7HAM1414,"1800 1.1/2""x2"" BSPT(H)xBSP(H)",1.0,2021-03-15,2021-02-08 14:16:20.763,2021-03-17 15:35:38.517,57314,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,632.0
1836X8H7HAM1414,"1800 1.1/2""x2"" BSPT(H)xBSP(H)",1.0,2021-03-15,2021-02-08 14:16:21.127,2021-03-17 15:38:16.087,57315,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,632.0
1836X8H7HAM1414,"1800 1.1/2""x2"" BSPT(H)xBSP(H)",1.0,2021-03-15,2021-02-08 14:16:21.570,2021-03-17 15:38:30.113,57316,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,632.0
1836X8H7HAM1414,"1800 1.1/2""x2"" BSPT(H)xBSP(H)",1.0,2021-03-15,2021-02-08 14:16:21.967,2021-03-17 15:38:43.690,57317,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,632.0
2442J1R1RGM1010,"2400 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,2021-03-15,2021-02-08 12:11:04.153,2021-03-17 15:38:56.663,57311,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,1885.5
2442J1R1RGM1010,"2400 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,2021-03-15,2021-02-08 12:11:04.507,2021-03-17 15:39:10.970,57312,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,1885.5
1846X1R9HAM1310,"1804 2.1/2"" x 3"" 150(RF) x NPT(H)",1.0,2021-03-13,2021-02-17 14:07:15.810,2021-03-15 09:44:13.010,57341,2021-03-11 14:33:52.867,2021-03-11 14:33:52.867,944.8
052547H7H23141 ,"AR-50 1"" A.D.BSP(H)xBSP(H)",1.0,2021-03-12,2021-02-01 07:09:37.423,2021-03-08 09:04:51.757,57295,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,763.2
2438H1R1RFM1010,"2400 1.1/2""H3"" 150(RF)x150(RF) con palanca",1.0,2021-03-12,2021-02-17 10:07:47.343,2021-03-15 09:43:22.397,57342,2021-03-15 00:00:00.000,2021-03-15 00:00:00.000,1942.0
2438H1R1RFM1010,"2400 1.1/2""H3"" 150(RF)x150(RF) con palanca",1.0,2021-03-12,2021-02-17 10:07:47.757,2021-03-15 09:43:41.370,57343,2021-03-11 14:33:52.867,2021-03-11 14:33:52.867,1942.0
1725Y8M7HAM1325,"1700 AP 1""x1"" BSPT(M) x BSP(H)",1.0,2021-03-10,2021-02-17 07:34:42.220,2021-03-16 11:42:48.517,57340,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,482.0
1827X8M7HFM1310,"1800 1""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-03-10,2021-02-17 07:34:41.667,2021-03-16 11:42:09.743,57339,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,592.0
1827X8M7HFM1310,"1800 1""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-03-10,2021-02-17 07:34:43.417,2021-03-16 11:42:30.647,57338,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,592.0
1836X8M7HFM1310,"1800 1.1/2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-03-10,2021-02-19 12:30:21.360,2021-03-11 09:36:01.897,57356,2021-03-11 09:35:26.157,2021-03-11 09:35:26.157,821.0
022522R2R20151,"AR-20 1"" Cab Brid.300(RF)x300(RF)",1.0,2021-03-08,2021-01-11 11:41:35.440,2021-02-22 15:02:06.570,57244,2021-02-22 00:00:00.000,2021-02-22 00:00:00.000,1894.4
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2021-03-05,2021-02-22 07:09:36.073,2021-03-09 12:24:53.453,57366,2021-03-09 00:00:00.000,2021-03-09 00:00:00.000,771.3
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2021-03-05,2021-02-22 07:09:36.490,2021-03-09 12:25:17.103,57367,2021-03-09 11:15:30.253,2021-03-09 11:15:30.253,771.3
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2021-03-05,2021-02-22 07:09:36.920,2021-03-09 12:26:09.860,57368,2021-03-09 11:15:30.253,2021-03-09 11:15:30.253,771.3
1735F1R1RSM1310,"1700 1.1/2""x1.1/2"" 150(RF)x150(RF)  Orificio ""F""",1.0,2021-03-05,2021-02-22 07:09:37.340,2021-03-09 12:26:31.777,57365,2021-03-09 11:15:30.253,2021-03-09 11:15:30.253,771.3
1821X8M7HSM1110,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-03-05,2021-02-17 07:34:43.020,2021-03-08 09:05:19.753,57337,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,662.4
1830X7M7HFM1310,"1800 1.1/4""x1.1/4"" BSP(M) x BSP(H) con palanca",1.0,2021-03-05,2021-02-17 10:07:46.713,2021-03-09 13:31:05.140,57347,2021-03-09 11:15:30.253,2021-03-09 11:15:30.253,592.0
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:40.510,2021-03-11 14:15:21.640,57333,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:40.903,2021-03-11 14:15:38.440,57334,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:41.300,2021-03-11 14:15:57.910,57335,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:42.633,2021-03-11 14:16:14.017,57336,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:43.783,2021-03-11 14:16:41.420,57328,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:44.087,2021-03-11 14:16:59.280,57329,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:44.417,2021-03-11 14:17:19.443,57330,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:44.787,2021-03-11 14:17:37.987,57331,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
2828D3R1RBM1017,"2800 1""D2"" 600(RF)x150(RF)",1.0,2021-03-05,2021-02-17 07:34:45.190,2021-03-11 14:17:54.707,57332,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,851.2
1725V9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob3/4"" AP.",1.0,2021-03-02,2021-02-08 09:19:51.920,2021-02-26 07:14:12.173,57306,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,385.6
1736G9M9HAM4426,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,2021-03-02,2021-01-18 07:46:10.193,2021-03-01 09:51:16.950,57267,2021-03-01 00:00:00.000,2021-03-01 00:00:00.000,450.4
1736G9M9HAM4426,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,2021-03-02,2021-01-18 07:46:10.553,2021-03-01 09:52:26.380,57268,2021-03-01 00:00:00.000,2021-03-01 00:00:00.000,450.4
1736G9M9HAM4426,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,2021-03-02,2021-01-18 07:46:10.780,2021-03-01 09:52:59.737,57269,2021-03-01 00:00:00.000,2021-03-01 00:00:00.000,450.4
1816X7M7HAM1310,"1800 1/2""x3/4"" BSP(M)xBSP(H)",1.0,2021-03-02,2021-02-24 15:16:00.613,2021-03-09 13:31:25.840,57377,2021-03-09 11:15:30.253,2021-03-09 11:15:30.253,465.0
1816X7M7HAM1310,"1800 1/2""x3/4"" BSP(M)xBSP(H)",1.0,2021-03-02,2021-02-24 15:16:01.423,2021-03-09 13:33:53.523,57378,2021-03-09 11:15:30.253,2021-03-09 11:15:30.253,465.0
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-03-02,2021-02-09 14:04:06.093,2021-02-25 11:09:42.500,57318,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,616.0
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-03-02,2021-02-09 14:04:06.480,2021-02-25 11:10:12.207,57319,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,616.0
052547H7H22145,"AR-50 1"" A.D.BSP(H)xBSP(H)",1.0,2021-02-26,2021-01-13 07:08:32.520,2021-03-04 12:17:24.257,57250,2021-03-04 00:00:00.000,2021-03-04 00:00:00.000,985.0
1816X7M7HSM1310,"1800 1/2""x3/4"" BSP(M)xBSP(H) sellada",1.0,2021-02-26,2021-02-12 11:51:32.623,2021-02-22 14:01:07.063,57326,2021-02-19 00:00:00.000,2021-02-19 00:00:00.000,465.0
1816X8M7HFM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-02-26,2021-02-01 07:09:36.287,2021-02-25 14:10:59.347,57299,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,495.0
1816X8M7HFM1310,"1800 1/2""x3/4"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-02-26,2021-02-01 07:09:36.883,2021-02-25 14:11:16.360,57300,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,495.0
1825X7M7HFM1310,"1800 1""x1"" BSP(M)xBSP(H) con palanca",1.0,2021-02-26,2021-02-12 07:16:59.670,2021-02-22 14:02:00.323,57325,2021-02-19 00:00:00.000,2021-02-19 00:00:00.000,524.0
1841X8M7HFM1414,"1800 2""x2.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-02-26,2021-02-08 12:11:04.797,2021-03-04 12:18:26.600,57313,2021-03-04 00:00:00.000,2021-03-04 00:00:00.000,733.6
3515R4Z1,"AC/R-900 1/2"" BSP-H Punta eje libre giro indistinto",1.0,2021-02-25,2021-01-22 09:20:52.777,2021-02-02 07:12:22.790,57291,2021-02-01 00:00:00.000,2021-02-01 00:00:00.000,768.0
024017H7H20151 ,"AR-20 2"" Cab Rosc.BSP(H)xBSP(H)",1.0,2021-02-22,2021-01-26 13:10:46.813,,57294,,,0.0
1215X7M7HAM2519,"1200 1/2""x1/2"" BSP(M)xBSP(H)",1.0,2021-02-22,2021-02-08 12:11:05.063,2021-02-17 12:07:35.407,57307,2021-02-17 00:00:00.000,2021-02-17 00:00:00.000,284.0
1736G9M9HAM4426,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,2021-02-22,2021-01-19 07:13:27.863,2021-03-01 09:53:28.783,57279,2021-03-01 00:00:00.000,2021-03-01 00:00:00.000,450.4
1736G9M9HAM4426,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,2021-02-22,2021-01-19 07:13:28.070,2021-03-01 09:53:53.453,57280,2021-03-01 00:00:00.000,2021-03-01 00:00:00.000,450.4
1415X7H7HAM3021,"1400 1/2""x1/2"" BSP(H)xBSP(H)",1.0,2021-02-15,2021-02-01 15:33:55.087,2021-02-10 12:15:45.880,57304,2021-02-10 00:00:00.000,2021-02-10 00:00:00.000,0.0
3625V6H1,"VA-1400 1"" BSP H-H punta de eje libre, giro horario",1.0,2021-02-15,2021-02-01 15:33:54.670,2021-02-11 12:02:08.913,57303,2021-02-11 00:00:00.000,2021-02-11 00:00:00.000,2845.0
3640VOH1,"VA-10000 2"" BSP H-H punta de eje libre giro horario",1.0,2021-02-11,2021-01-13 07:08:32.073,2021-02-02 08:12:23.847,57249,2021-02-02 00:00:00.000,2021-02-02 00:00:00.000,3942.5
1736G9M9HAM4426,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,2021-02-10,2020-12-30 13:04:41.897,2021-02-08 13:37:35.780,57222,2021-02-05 15:34:17.120,2021-02-05 15:34:17.120,450.4
1736G9M9HAM4426,"1700 1.1/2""x2"" NPT(M) x NPT(H)",1.0,2021-02-10,2020-12-30 13:04:42.123,2021-02-08 13:37:17.233,57221,2021-02-05 15:34:17.120,2021-02-05 15:34:17.120,450.4
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-02-09,2020-12-29 07:21:03.123,2021-02-08 11:45:56.893,57228,2021-02-05 15:34:17.120,2021-02-05 15:34:17.120,616.0
1816XZC7HFM1214,"1800 1/2""x3/4"" CLAMP x BSP(H) Con palanca",1.0,2021-02-09,2020-12-29 07:21:03.363,2021-02-08 11:45:38.517,57229,2021-02-08 00:00:00.000,2021-02-08 00:00:00.000,616.0
1827X8M7HFM1310,"1800 1""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,2021-02-08,2021-01-08 15:46:43.833,2021-02-09 14:31:36.013,57243,2021-02-09 00:00:00.000,2021-02-09 00:00:00.000,532.8
1836X8H7HAM1414,"1800 1.1/2""x2"" BSPT(H)xBSP(H)",1.0,2021-02-08,2021-01-04 07:10:14.140,2021-02-05 07:35:46.200,57232,2021-02-02 00:00:00.000,2021-02-02 00:00:00.000,632.0
1836X8H7HAM1414,"1800 1.1/2""x2"" BSPT(H)xBSP(H)",1.0,2021-02-08,2021-01-04 07:10:14.360,2021-02-05 07:36:11.397,57233,2021-02-02 00:00:00.000,2021-02-02 00:00:00.000,632.0
1836X8H7HAM1414,"1800 1.1/2""x2"" BSPT(H)xBSP(H)",1.0,2021-02-08,2021-01-04 07:10:14.547,2021-02-05 07:30:25.400,57234,2021-02-05 00:00:00.000,2021-02-05 00:00:00.000,632.0
1816X8M7HSM1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) sellada",1.0,2021-02-05,2021-01-11 11:41:36.030,2021-02-10 12:05:57.813,57246,2021-02-10 00:00:00.000,2021-02-10 00:00:00.000,732.8
1816X8M7HSM1214,"1800 1/2""x3/4"" BSPT(M)xBSP(H) sellada",1.0,2021-02-05,2021-01-11 11:41:36.220,2021-02-10 12:06:20.757,57247,2021-02-10 00:00:00.000,2021-02-10 00:00:00.000,732.8
1821X8M7HSM1110,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-02-05,2021-01-11 11:41:35.677,2021-02-26 07:13:37.683,57245,2021-02-26 00:00:00.000,2021-02-26 00:00:00.000,662.4
1821X8M7HSM1110,"1800 3/4""x1"" BSPT(M)xBSP(H) sellada",1.0,2021-02-05,2021-01-14 09:58:58.157,2021-02-26 07:13:52.263,57251,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,662.4
1850X1R7HFM1310,"1800 3""x3"" 150(RF)xBSP(H) Con Palanca",1.0,2021-02-05,2020-12-28 07:52:17.090,2021-02-08 13:38:03.977,57218,2021-02-05 15:34:17.120,2021-02-05 15:34:17.120,978.4
