PEDIDO,FE_EMIT,FE_ENTREGA,X,y
60785,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60783,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60784,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60777,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60782,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60776,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60812,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60774,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60820,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60819,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60818,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60817,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60816,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60814,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60813,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60811,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60775,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60786,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60815,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
60788,738536,738623,"[ 5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 12
 12 12  5 11 11 11 11 11 11 11 11 11 11 11 11 11 11  6  4  4  8  8  8  6
  6  6  5  6 11 10 10 11  6 11 12 12 12 12 11 12 12  6  5  5  0  0  6  5
  6  9  6 11 11 11 11 11 11 11 11 11 11 12 12 12 13 12 12 12  0 12  6  6
  6  6  6  6  0  6 12 12  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0 12 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 15  0
 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 15 15 11 11 11 11 11 12 12
 11 11 11  5  5  6  6  6 16 16 16 16 16 16 16 16 16  4 12  5  5  5  5  5
  5  5  5  5  5  5  5  5  5  5  5  5  5  5 11 12 12  5  6  6  6  6  6  9
  9  6 12 12  5  5 12 12  6  6  6  6  6  6  6 12  6 12 12 12 12 12 12 12
 12 12  5  5  6 12 12 12 12 12 12  6  6  6 11 11  6  0  0 12 12 11 11  9
  9  9  8  8  8  8  8 11 11 11 11 11 11 11 11 11 11  6  6  6  6 12 12 12
  0 12 11 11 11 11 12 12 12 12 11 11 11 11 11 11 11 11 11 11]",[5]
