,CG_PROD,DES_PROD,CANT,SIMULTANEO,FE_ENTREGA,FE_EMIT,FE_CIERRE,PEDIDO,FECHA_PREVISTA_FABRICACION,FECHA_INICIO_REAL_FABRICACION,TOT_DOL
59,1821X7M7HFM1310,"1800 3/4""x1"" BSP(M)xBSP(H) con palanca de prueba",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61457,,,539.5
60,1821X7M7HFM1310,"1800 3/4""x1"" BSP(M)xBSP(H) con palanca de prueba",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61458,,,539.5
61,1827X7M7HFM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61459,,,609.62
62,1827X7M7HFM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61460,,,609.62
63,1827X7M7HFM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61461,,,609.62
64,1827X7M7HFM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61462,,,609.62
65,1827X7M7HFM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61466,,,609.62
66,1827X7M7HFM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61467,,,609.62
67,1827X7M7HFM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61468,,,609.62
68,1841X7M7HFM1310,"1800 2""x2.1/2"" BSP(M)xBSP(H) Con Palanca.",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738626,,61469,,,943.42
69,2128D5R2RAM1027,"2100 1""D2"" 1500(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738612,,61361,,,2323.9
70,2138G5R2RAM1027,"2100 1.1/2""G3"" 1500(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738612,,61357,,,3853.9
71,2138G5R2RAM1027,"2100 1.1/2""G3"" 1500(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738612,,61358,,,3853.9
72,2138G5R2RAM1027,"2100 1.1/2""G3"" 1500(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738612,,61359,,,3853.9
73,2138G5R2RAM1027,"2100 1.1/2""G3"" 1500(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738699,738612,,61360,,,3853.9
74,1831X8M7HFM1310,"1800 1.1/4""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738694,738636,,61569,,,717.0
75,2828D1R1RAM1014,"2800 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738694,738636,,61565,,,1133.05
76,1717D8M7HAM1325,"1700 1/2""x1"" BSPT(M)xBSP(H) Tob 1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738631,,61477,,,424.15
77,1825X8M7HAM1310,"1800 1""x1"" BSPT(M)xBSP(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738631,,61478,,,507.45
78,2451L2R1RGM1012,"2400 3""L4"" 300(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738617,,61411,,,4789.4
79,2451L2R1RGM1012,"2400 3""L4"" 300(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738617,,61412,,,4789.4
80,2451L2R1RGM1012,"2400 3""L4"" 300(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738617,,61413,,,4789.4
81,2651K1R1RBM1016,"2600 3""K4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738534,,60761,,,3355.8
82,2651K1R1RBM1016,"2600 3""K4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738534,,60762,,,3355.8
83,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738632,,61522,,,2081.0
84,2842J1R1RFM1010,"2800 2""J3"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738632,,61523,,,2081.0
85,2851L1R1RFM1010,"2800 3""L4"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738618,,61415,,,3771.0
86,2851L1R1RFM1010,"2800 3""L4"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738690,738618,,61416,,,3771.0
87,3515R3Z1,AC/R-500 BSP H-H Punta eje libre g.indist.,1.0,[0. 0. 0. ... 0. 0. 0.],738690,738617,,61409,,,733.04
88,3515R3Z1,AC/R-500 BSP H-H Punta eje libre g.indist.,1.0,[0. 0. 0. ... 0. 0. 0.],738690,738617,,61410,,,733.04
89,1840X8M7HFM1310,"1800 2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738689,738617,,61399,,,870.4
90,1840X8M7HFM1310,"1800 2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738689,738617,,61400,,,870.4
91,1840X8M7HFM1310,"1800 2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738689,738617,,61401,,,870.4
92,1840X8M7HFM1310,"1800 2""x2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738689,738617,,61402,,,870.4
93,2628D1R1RAM1014,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738689,738617,,61397,,,1514.54
94,2628D1R1RAM1014,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738689,738617,,61398,,,1514.54
95,2828D1R1RAM1010,"2800 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738688,738631,,61492,,,1133.02
96,2828D1R1RAM1010,"2800 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738688,738631,,61493,,,1133.02
97,1841X8M7HAM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H).",1.0,[0. 0. 0. ... 0. 0. 0.],738684,738626,,61449,,,899.3
98,2838H1R1RSM1014,"2800 1.1/2""H3"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738684,738597,,61266,,,1480.8
99,2838H1R1RSM1014,"2800 1.1/2""H3"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738684,738597,,61267,,,1480.8
100,2838H1R1RSM1014,"2800 1.1/2""H3"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738684,738597,,61270,,,1480.8
101,2838H1R1RSM1014,"2800 1.1/2""H3"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738684,738597,,61271,,,1480.8
102,1821X8M7HFM1310,"1800 3/4""x1"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738683,738611,,61354,,,539.75
103,1831X8M7HFM1310,"1800 1.1/4""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738683,738636,,61567,,,645.3
104,1831X8M7HFM1310,"1800 1.1/4""x1.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738683,738636,,61568,,,645.3
105,2828E1R1RKM1010,"2800 1""E2"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738683,738619,,61418,,,1418.0
106,2828E1R1RKM1010,"2800 1""E2"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738683,738619,,61419,,,1418.0
107,1825X7M7HAM1310,"1800 1""x1"" BSP(M)xBSP(H).",1.0,[0. 0. 0. ... 0. 0. 0.],738682,738626,,61445,,,537.3
108,1825X7M7HAM1310,"1800 1""x1"" BSP(M)xBSP(H).",1.0,[0. 0. 0. ... 0. 0. 0.],738682,738626,,61446,,,537.3
109,1825X7M7HAM1310,"1800 1""x1"" BSP(M)xBSP(H).",1.0,[0. 0. 0. ... 0. 0. 0.],738682,738626,,61447,,,537.3
110,1825X7M7HAM1310,"1800 1""x1"" BSP(M)xBSP(H).",1.0,[0. 0. 0. ... 0. 0. 0.],738682,738626,,61448,,,537.3
111,2828D3J1RAM1010,"2800 1""D2"" 600(RTJ)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738682,738626,,61437,,,1447.0
112,2836F2R1RAM1010,"2800 1.1/2""F2"" 300(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738682,738624,,61438,,,1709.4
113,1725D9M9HSM1226,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std. sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738681,738609,,61349,,,1049.0
114,1725D9M9HSM1226,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std. sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738681,738609,,61350,,,1049.0
115,2842H2R1RFM1010,"2800 2""H3"" 300(RF)x150(RF) con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738678,738608,,61348,,,1880.0
116,1816X9M9HSM1110,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738605,,61342,,,719.72
117,1816X9M9HSM1110,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738605,,61343,,,719.72
118,1816X9M9HSM1110,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738605,,61344,,,719.72
119,1816X9M9HSM1110,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738605,,61345,,,719.72
120,1816X9M9HSM1110,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738605,,61346,,,719.72
121,1816X9M9HSM1110,"1800 1/2""x3/4"" NPT(M)xNPT(H)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738605,,61347,,,719.72
122,1825X9M9HSM1310,"1800 1""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738605,,61341,,,507.4
123,2828D3R1RBM3114,"2800 1""D2"" 600(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738622,,61429,,,1229.95
124,2828D3R1RBM3114,"2800 1""D2"" 600(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738622,,61430,,,1229.95
125,2828D3R1RBM3114,"2800 1""D2"" 600(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738622,,61431,,,1229.95
126,2828D3R1RBM3114,"2800 1""D2"" 600(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738622,,61432,,,1229.95
127,2842H3R1RSM1013,"2800 2""H3"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738622,,61433,,,2258.15
128,2842H3R1RSM1013,"2800 2""H3"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738622,,61434,,,2258.15
129,2842H3R1RSM1013,"2800 2""H3"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738622,,61435,,,2258.15
130,2842H3R1RSM1013,"2800 2""H3"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738622,,61436,,,2258.15
131,2866Q2R1RSM3113,"2800 6""Q8"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738677,738605,,61340,,,7607.28
132,1721V7M7HAM1226,"1700 3/4""x1"" BSP(M)xBSP(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738675,738605,,61295,,,774.4
133,1721V7M7HAM1226,"1700 3/4""x1"" BSP(M)xBSP(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738675,738605,,61296,,,774.4
134,1827X7M7HAM1310,"1800 1""x1.1/2"" BSP(M)xBSP(H).",1.0,[0. 0. 0. ... 0. 0. 0.],738675,738603,,61297,,,543.84
136,2828D1R1RTM1014,"2800 1""D2"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738675,738605,,61298,,,1093.06
137,2828D1R1RTM1014,"2800 1""D2"" 150(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738675,738605,,61299,,,1093.06
138,2828D2R1RTM1015,"2800 1""D2"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738674,738602,,61293,,,1240.2
139,2828D2R1RTM1015,"2800 1""D2"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738674,738602,,61294,,,1240.2
140,1821X9M9HSM1310,"1800 3/4""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738671,738601,,61290,,,507.7
141,1821X9M9HSM1310,"1800 3/4""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738671,738601,,61292,,,507.45
142,1821X9M9HSM1310,"1800 3/4""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738671,738601,,61287,,,507.7
143,1821X9M9HSM1310,"1800 3/4""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738671,738601,,61288,,,507.7
144,1821X9M9HSM1310,"1800 3/4""x1"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738671,738601,,61289,,,507.7
145,1827Y9M9HSM1310,"1800 AP 1""x1.1/2"" NPT(M)xNPT(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738671,738601,,61291,,,578.02
146,2451K1R1RGM1010,"2400 3""K4"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738671,738601,,61285,,,3328.38
147,2451K1R1RGM1010,"2400 3""K4"" 150(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738671,738601,,61286,,,3328.38
148,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61380,,,496.4
149,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61381,,,496.4
150,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61382,,,496.4
151,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61383,,,496.4
152,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61364,,,496.4
153,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61365,,,496.4
154,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61366,,,496.4
155,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61367,,,496.4
156,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61368,,,496.4
157,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61369,,,496.4
158,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61370,,,496.4
159,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61371,,,496.4
160,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61372,,,496.4
161,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61373,,,496.4
162,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61374,,,496.4
163,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61375,,,496.4
164,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61376,,,496.4
165,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61377,,,496.4
166,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61378,,,496.4
167,1725D9M9HAM1325,"1700 1""x1"" NPT(M)xNPT(H) Tob1"" Std.",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738615,,61379,,,496.4
168,2651L1R1RAM1014,"2600 3""L4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738598,,61284,,,4683.0
169,2851K2R1RFM1010,"2800 3""K4"" 300(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738598,,61282,,,2720.0
170,2851K2R1RFM1010,"2800 3""K4"" 300(RF)x150(RF) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738670,738598,,61283,,,2720.0
171,2856P1R1RJM1010,"2800 4""P6"" 150(RF)x150(RF) C/Palanca. Bon.Ab.",1.0,[0. 0. 0. ... 0. 0. 0.],738668,738582,,61221,,,6592.12
172,1621E2R1RSM1015,"1600 3/4"" x 1"" 300(RF) x 150(RF) Tob 1""Std. sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738665,738596,,61262,,,997.0
173,033541R1R20143,"AR-30 1.1/2"" AD 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61216,,,1746.0
174,033541R1R20143,"AR-30 1.1/2"" AD 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61217,,,1746.0
175,033541R1R22145 ,"AR-30 1.1/2"" A.D.150(RF)X150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61215,,,2617.0
176,034041R1R20143 ,"AR-30 2"" A.D.150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61209,,,2233.0
177,034041R1R20143 ,"AR-30 2"" A.D.150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61210,,,2233.0
178,034041R1R20143 ,"AR-30 2"" A.D.150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61211,,,2233.0
179,034041R1R20143 ,"AR-30 2"" A.D.150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61212,,,2233.0
180,034041R1R20143 ,"AR-30 2"" A.D.150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61213,,,2233.0
181,034041R1R20143 ,"AR-30 2"" A.D.150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738664,738584,,61214,,,2233.0
182,1841X8M7HFM1310,"1800 2""x2.1/2"" BSPT(M)xBSP(H) Con Palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738662,738589,,61253,,,943.5
183,1835X8M7HSM1310,"1800 1.1/2""x1.1/2"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738660,738588,,61249,,,680.0
184,1835X8M7HSM1310,"1800 1.1/2""x1.1/2"" BSPT(M)xBSP(H) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738660,738588,,61250,,,680.0
185,1721V9M9HSM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738659,738550,,60897,,,538.0
186,1721V9M9HSM1325,"1700 3/4""x1"" NPT(M)xNPT(H) Tob 3/4"" AP.",1.0,[0. 0. 0. ... 0. 0. 0.],738659,738550,,60898,,,538.0
187,2651K1R1RBM1016,"2600 3""K4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738659,738534,,60757,,,3355.8
188,2651K1R1RBM1016,"2600 3""K4"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738659,738534,,60758,,,3355.8
189,2628D1R1RAM1014,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738658,738587,,61243,,,1477.6
190,2628D1R1RAM1014,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738658,738587,,61244,,,1477.6
191,2628D1R1RAM1014,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738658,738587,,61245,,,1477.6
192,2628D1R1RAM1014,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738658,738587,,61246,,,1477.6
193,2628D1R1RAM1014,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738658,738587,,61247,,,1477.6
194,2628D1R1RAM1014,"2600 1""D2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738658,738587,,61248,,,1477.6
195,2842H2R1RSM1023,"2800 2""H3"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738658,738588,,61251,,,2265.0
196,2842H2R1RSM1023,"2800 2""H3"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738658,738588,,61252,,,2265.0
197,022532R2R20151 ,"AR-20 1"" Cab Exp.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738657,738574,,60935,,,3025.0
198,022532R2R20151 ,"AR-20 1"" Cab Exp.300(RF)x300(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738657,738574,,60936,,,3025.0
199,2828D2R1RTM3114,"2800 1""D2"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738587,,61241,,,1102.4
200,2828D2R1RTM3114,"2800 1""D2"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738587,,61242,,,1102.4
201,2828D3R1RTM3127,"2800 1""D2"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738584,,61226,,,1229.95
202,2828D3R1RTM3127,"2800 1""D2"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738584,,61227,,,1229.95
203,2828E1R1RTM1014,"2800 1""E2"" 150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738584,,61225,,,1133.05
204,2828E3R1RTM3115,"2800 1""E2"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738588,,61235,,,1157.6
205,2828E3R1RTM3115,"2800 1""E2"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738588,,61236,,,1157.6
206,2828E3R1RTM3127,"2800 1""E2"" 600(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738584,,61228,,,1229.95
207,2836F2R1RTM3114,"2800 1.1/2""F2"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738588,,61237,,,1367.2
208,2836F2R1RTM3114,"2800 1.1/2""F2"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738588,,61238,,,1367.2
209,2836F3R1RTM3115,"2800 1.1/2""F2"" 600(RF)x150(RF) Sellada Torn/traba",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738588,,61239,,,1584.0
210,2836F3R1RTM3115,"2800 1.1/2""F2"" 600(RF)x150(RF) Sellada Torn/traba",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738588,,61240,,,1584.0
211,2842J2R1RSM1027,"2800 2""J3"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738584,,61229,,,1714.45
212,2842J2R1RSM1027,"2800 2""J3"" 300(RF)x150(RF) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738656,738584,,61230,,,1714.45
213,021511R1R22165 ,"AR-20 1/2"" Cab Rosc.150(RF)x150(RF)",1.0,[0. 0. 0. ... 0. 0. 0.],738655,738587,,61222,,,3382.0
214,2836F1R1RFM1010,"2800 1.1/2""F2"" 150(RF)x150(RF) con palanca",1.0,[0. 0. 0. ... 0. 0. 0.],738655,738584,,61224,,,1424.34
215,9370B1R1R,"9300 8"" x 8"" S.150(RF) Buna N",1.0,[0. 0. 0. ... 0. 0. 0.],738655,738568,2023-05-23 11:45:20.273,60933,,,24938.0
216,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738654,738581,,61186,,,103.4
217,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738654,738581,,61187,,,103.4
218,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738654,738581,,61188,,,103.4
219,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738654,738581,,61189,,,103.4
220,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738654,738581,,61190,,,103.4
221,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738654,738581,,61191,,,103.4
222,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738654,738581,,61192,,,103.4
223,1120X7H7MSB2519,"1100 3/4""x3/4"" BSP(H)xBSP(M) sellada",1.0,[0. 0. 0. ... 0. 0. 0.],738654,738581,,61193,,,103.4
